ID,ID_EXT,Name,Class,Base_HP,Base_Attack,Base_Defense,Base_Sp_Attack,Base_Sp_Defense,Base_Speed,Base_Total,Base_Average,GEN,GEN2
149,,Dragonite,,91,134,95,100,100,80,500,100,1,
806,,Blacephalon,,53,127,53,151,79,107,570,95,7,
233,,Porygon2,,85,80,90,105,95,60,515,85.83,2,5
533,,Gurdurr,,85,105,85,40,50,40,405,67.5,2,5
645,,Landorus ,Incarnate Forme,89,125,90,115,80,101,600,100,2,5
555,,Darmanitan ,Standard Mode,105,140,55,30,55,95,480,80,2,5
641,,Tornadus ,Incarnate Forme,79,115,70,125,80,111,580,96.67,2,5
213,,Shuckle,,20,10,230,10,230,5,505,84.17,2,5
644,,Zekrom,,100,150,120,120,100,90,680,113.33,6,
230,,Kingdra,,75,95,95,95,95,85,540,90,7,
182,,Bellossom,,75,80,95,90,100,50,490,81.67,7,
508,,Stoutland,,85,110,90,45,90,80,500,83.33,7,
679,,Honedge,,45,80,100,35,37,28,325,54.17,7,
20,,Raticate,,55,81,60,50,70,97,413,68.83,6,
155,,Cyndaquil,,39,52,43,60,50,65,309,51.5,6,
101,,Electrode,,60,50,70,80,80,140,480,80,6,
302,M,Sableye ,Mega Sableye,50,85,125,85,115,20,480,80,6,
133,,Eevee,,55,55,50,45,65,55,325,54.17,7,
56,,Mankey,,40,80,35,35,45,70,305,50.83,2,5
115,,Kangaskhan,,105,95,80,40,80,90,490,81.67,2,5
682,,Spritzee,,78,52,60,63,65,23,341,56.83,6,
164,,Noctowl,,100,50,50,86,96,70,452,75.33,7,
191,,Sunkern,,30,30,30,30,30,30,180,30,2,5
488,,Cresselia,,120,70,120,75,130,85,600,100,6,
336,,Seviper,,73,100,60,100,60,65,458,76.33,2,5
336,,Seviper,,73,100,60,100,60,65,458,76.33,6,
718,,Zygarde,,108,100,121,81,95,95,600,100,6,
774,,Minior ,Meteor Form,60,60,100,60,100,60,440,73.33,7,
423,,Gastrodon,,111,83,68,92,82,39,475,79.17,7,
731,,Pikipek,,35,75,30,30,30,65,265,44.17,7,
215,,Sneasel,,55,95,55,35,75,115,430,71.67,6,
225,,Delibird,,45,55,45,65,45,75,330,55,2,5
541,,Swadloon,,55,63,90,50,80,42,380,63.33,7,
430,,Honchkrow,,100,125,52,105,52,71,505,84.17,7,
479,W,Rotom ,Wash Rotom,50,65,107,105,107,86,520,86.67,6,
322,,Numel,,60,60,40,65,45,35,305,50.83,7,
626,,Bouffalant,,95,110,95,40,95,55,490,81.67,2,5
306,,Aggron,,70,110,180,60,60,50,530,88.33,2,5
147,,Dratini,,41,64,45,50,50,50,300,50,6,
56,,Mankey,,40,80,35,35,45,70,305,50.83,6,
181,,Ampharos,,90,75,75,115,90,55,500,83.33,2,5
804,,Naganadel,,73,73,73,127,73,121,540,90,7,
3,,Venusaur,,80,82,83,100,100,80,525,87.5,7,
512,,Simisage,,75,98,63,98,63,101,498,83,7,
355,,Duskull,,20,40,90,30,90,25,295,49.17,6,
356,,Dusclops,,40,70,130,60,130,25,455,75.83,6,
555,Z,Darmanitan ,Zen Mode,105,30,105,140,105,55,540,90,6,
479,O,Rotom ,Heat Rotom,50,65,107,105,107,86,520,86.67,7,
395,,Empoleon,,84,86,88,111,101,60,530,88.33,7,
133,,Eevee,,55,55,50,45,65,55,325,54.17,6,
155,,Cyndaquil,,39,52,43,60,50,65,309,51.5,7,
500,,Emboar,,110,123,65,100,65,65,528,88,7,
354,,Banette,,64,115,65,83,63,65,455,75.83,2,5
111,,Rhyhorn,,80,85,95,30,30,25,345,57.5,6,
503,,Samurott,,95,100,85,108,70,70,528,88,6,
127,,Pinsir,,65,125,100,55,70,85,500,83.33,7,
689,,Barbaracle,,72,105,115,54,86,68,500,83.33,7,
33,,Nidorino,,61,72,57,55,55,65,365,60.83,7,
590,,Foongus,,69,55,45,55,55,15,294,49,7,
787,,Tapu Bulu,,70,130,115,85,95,75,570,95,7,
152,,Chikorita,,45,49,65,49,65,45,318,53,2,5
270,,Lotad,,40,30,30,40,50,30,220,36.67,2,5
251,,Celebi,,100,100,100,100,100,100,600,100,6,
560,,Scrafty,,65,90,115,45,115,58,488,81.33,7,
664,,Scatterbug,,38,35,40,27,25,35,200,33.33,6,
433,,Chingling,,45,30,50,65,50,45,285,47.5,7,
92,,Gastly,,30,35,30,100,35,80,310,51.67,6,
322,,Numel,,60,60,40,65,45,35,305,50.83,6,
1,,Bulbasaur,,45,49,49,65,65,45,253,50.6,1,
212,M,Scizor ,Mega Scizor,70,150,140,65,100,75,600,100,7,
126,,Magmar,,65,95,57,100,85,93,495,82.5,2,5
125,,Electabuzz,,65,83,57,95,85,105,490,81.67,7,
151,,Mew,,100,100,100,100,100,100,500,100,1,
593,,Jellicent,,100,60,70,85,105,60,480,80,2,5
56,,Mankey,,40,80,35,35,45,70,305,50.83,7,
617,,Accelgor,,80,70,40,100,60,145,495,82.5,7,
30,,Nidorina,,70,62,67,55,55,56,365,60.83,2,5
588,,Karrablast,,50,75,45,40,45,60,315,52.5,6,
597,,Ferroseed,,44,50,91,24,86,10,305,50.83,2,5
512,,Simisage,,75,98,63,98,63,101,498,83,6,
355,,Duskull,,20,40,90,30,90,25,295,49.17,7,
309,,Electrike,,40,45,40,65,40,65,295,49.17,7,
390,,Chimchar,,44,58,44,58,44,61,309,51.5,7,
539,,Sawk,,75,125,75,30,75,85,465,77.5,7,
140,,Kabuto,,30,80,90,55,45,55,355,59.17,6,
218,,Slugma,,40,40,40,70,40,20,250,41.67,2,5
226,,Mantine,,65,40,70,80,140,70,465,77.5,2,5
494,,Victini,,100,100,100,100,100,100,600,100,6,
187,,Hoppip,,35,35,40,35,55,50,250,41.67,7,
425,,Drifloon,,90,50,34,60,44,70,348,58,7,
11,,Metapod,,50,20,55,25,25,30,205,34.17,7,
127,,Pinsir,,65,125,100,55,70,85,500,83.33,6,
575,,Gothorita,,60,45,70,75,85,55,390,65,7,
433,,Chingling,,45,30,50,65,50,45,285,47.5,2,5
593,,Jellicent,,100,60,70,85,105,60,480,80,6,
590,,Foongus,,69,55,45,55,55,15,294,49,6,
762,,Steenee,,52,40,48,40,48,62,290,48.33,7,
264,,Linoone,,78,70,61,50,61,100,420,70,6,
366,,Clamperl,,35,64,85,74,55,32,345,57.5,7,
87,,Dewgong,,90,70,80,70,95,70,475,79.17,2,5
536,,Palpitoad,,75,65,55,65,55,69,384,64,7,
586,,Sawsbuck,,80,100,70,60,70,95,475,79.17,6,
57,,Primeape,,65,105,60,60,70,95,455,75.83,2,5
456,,Finneon,,49,49,56,49,61,66,330,55,2,5
570,,Zorua,,40,65,40,80,40,65,330,55,6,
433,,Chingling,,45,30,50,65,50,45,285,47.5,6,
92,,Gastly,,30,35,30,100,35,80,310,51.67,7,
251,,Celebi,,100,100,100,100,100,100,600,100,7,
22,,Fearow,,65,90,65,61,61,100,381,76.2,1,
744,,Rockruff,,45,65,40,30,40,60,280,46.67,7,
243,,Raikou,,90,85,75,115,100,115,580,96.67,2,5
703,,Carbink,,50,50,150,50,150,50,500,83.33,7,
59,,Arcanine,,90,110,80,100,80,95,555,92.5,2,5
588,,Karrablast,,50,75,45,40,45,60,315,52.5,7,
205,,Forretress,,75,90,140,60,60,40,465,77.5,2,5
349,,Feebas,,20,15,20,10,55,80,200,33.33,2,5
208,,Steelix,,75,85,200,55,65,30,510,85,2,5
479,F,Rotom ,Fan Rotom,50,65,107,105,107,86,520,86.67,6,
309,,Electrike,,40,45,40,65,40,65,295,49.17,6,
442,,Spiritomb,,50,92,108,92,108,35,485,80.83,6,
130,,Gyarados,,95,125,79,60,100,81,540,90,2,5
483,,Dialga,,100,120,120,150,100,90,680,113.33,7,
108,,Lickitung,,90,55,75,60,75,30,385,64.17,6,
386,A,Deoxys ,Attack Forme,50,180,20,180,20,150,600,100,6,
299,,Nosepass,,30,45,135,45,90,30,375,62.5,7,
140,,Kabuto,,30,80,90,55,45,55,355,59.17,7,
98,,Krabby,,30,105,90,25,25,50,325,54.17,2,5
702,,Dedenne,,67,58,57,81,67,101,431,71.83,7,
492,,Shaymin ,Sky Forme,100,103,75,120,75,127,600,100,2,5
665,,Spewpa,,45,22,60,27,30,29,213,35.5,7,
593,,Jellicent,,100,60,70,85,105,60,480,80,7,
492,,Shaymin ,Land Forme,100,100,100,100,100,100,600,100,2,5
102,,Exeggcute,,60,40,80,60,60,40,280,56,1,
130,,Gyarados,,95,125,79,60,100,81,540,90,7,
792,,Lunala,,137,113,89,137,107,97,680,113.33,7,
166,,Ledian,,55,35,50,55,110,85,390,65,2,5
349,,Feebas,,20,15,20,10,55,80,200,33.33,6,
55,,Golduck,,80,82,78,95,80,85,500,83.33,2,5
366,,Clamperl,,35,64,85,74,55,32,345,57.5,6,
215,,Sneasel,,55,95,55,35,75,115,430,71.67,7,
421,,Cherrim,,70,60,70,87,78,85,450,75,7,
482,,Azelf,,75,125,70,125,70,115,580,96.67,6,
263,,Zigzagoon,,38,30,41,30,41,60,240,40,7,
716,,Xerneas,,126,131,95,131,98,99,680,113.33,6,
88,,Grimer,,80,80,50,40,50,25,325,54.17,6,
202,,Wobbuffet,,190,33,58,33,58,33,405,67.5,2,5
628,,Braviary,,100,123,75,57,75,80,510,85,6,
36,,Clefable,,95,70,73,95,90,60,483,80.5,6,
225,,Delibird,,45,55,45,65,45,75,330,55,7,
15,,Beedrill,,65,80,40,45,80,75,385,64.17,2,5
637,,Volcarona,,85,60,65,135,105,100,550,91.67,6,
98,,Krabby,,30,105,90,25,25,50,325,54.17,6,
194,,Wooper,,55,45,45,25,25,15,210,35,7,
185,,Sudowoodo,,70,100,115,30,65,30,410,68.33,6,
467,,Magmortar,,75,95,67,125,95,83,540,90,6,
481,,Mesprit,,80,105,105,105,105,80,580,96.67,2,5
555,Z,Darmanitan ,Zen Mode,105,30,105,140,105,55,540,90,7,
442,,Spiritomb,,50,92,108,92,108,35,485,80.83,7,
483,,Dialga,,100,120,120,150,100,90,680,113.33,6,
108,,Lickitung,,90,55,75,60,75,30,385,64.17,7,
299,,Nosepass,,30,45,135,45,90,30,375,62.5,6,
227,,Skarmory,,65,80,140,40,70,70,465,77.5,6,
386,A,Deoxys ,Attack Forme,50,180,20,180,20,150,600,100,7,
74,,Geodude,,40,80,100,30,30,20,300,50,7,
9,M,Blastoise ,Mega Blastoise,79,103,120,135,115,78,630,105,7,
400,,Bibarel,,79,85,60,55,60,71,410,68.33,7,
6,,Charizard,,78,84,78,85,85,100,425,85,1,
413,,Wormadam ,Plant Cloak,60,59,85,79,105,36,424,70.67,7,
230,,Kingdra,,75,95,95,95,95,85,540,90,2,5
267,,Beautifly,,60,70,50,100,50,65,395,65.83,7,
550,,Basculin,,70,92,65,80,55,98,460,76.67,6,
492,,Shaymin ,Land Forme,100,100,100,100,100,100,600,100,6,
130,,Gyarados,,95,125,79,60,100,81,540,90,6,
664,,Scatterbug,,38,35,40,27,25,35,200,33.33,7,
169,,Crobat,,85,90,80,70,80,130,535,89.17,2,5
194,,Wooper,,55,45,45,25,25,15,210,35,6,
421,,Cherrim,,70,60,70,87,78,85,450,75,6,
54,,Psyduck,,50,52,48,65,50,55,320,53.33,7,
716,,Xerneas,,126,131,95,131,98,99,680,113.33,7,
504,,Patrat,,45,55,39,35,39,42,255,42.5,2,5
59,,Arcanine,,90,110,80,80,80,95,455,91,1,
109,,Koffing,,40,65,95,60,45,35,340,56.67,6,
231,,Phanpy,,90,60,60,40,40,40,330,55,6,
144,,Articuno,,90,85,100,95,125,85,580,96.67,6,
105,A,Marowak ,Alolan Marowak,60,80,110,50,80,45,425,70.83,7,
569,,Garbodor,,80,95,82,60,82,75,474,79,2,5
546,,Cottonee,,40,27,60,37,50,66,280,46.67,6,
45,,Vileplume,,75,80,85,100,90,50,480,80,2,5
320,,Wailmer,,130,70,35,70,35,60,400,66.67,2,5
373,M,Salamence ,Mega Salamence,95,145,130,120,90,120,700,116.67,6,
489,,Phione,,80,80,80,80,80,80,480,80,2,5
421,,Cherrim,,70,60,70,87,78,85,450,75,2,5
467,,Magmortar,,75,95,67,125,95,83,540,90,7,
548,,Petilil,,45,35,50,70,50,30,280,46.67,2,5
539,,Sawk,,75,125,75,30,75,85,465,77.5,6,
67,,Machoke,,80,100,70,50,60,45,405,67.5,7,
735,,Gumshoos,,88,110,60,55,60,45,418,69.67,7,
425,,Drifloon,,90,50,34,60,44,70,348,58,6,
74,,Geodude,,40,80,100,30,30,20,300,50,6,
157,,Typhlosion,,78,84,78,109,85,100,534,89,7,
9,M,Blastoise ,Mega Blastoise,79,103,120,135,115,78,630,105,6,
561,,Sigilyph,,72,58,80,103,80,97,490,81.67,2,5
179,,Mareep,,55,40,40,65,45,35,280,46.67,6,
701,,Hawlucha,,78,92,75,74,63,118,500,83.33,6,
383,,Groudon,,100,150,140,100,90,90,670,111.67,2,5
67,,Machoke,,80,100,70,50,60,45,405,67.5,2,5
336,,Seviper,,73,100,60,100,60,65,458,76.33,7,
550,,Basculin,,70,92,65,80,55,98,460,76.67,7,
382,,Kyogre,,100,100,90,150,140,90,670,111.67,2,5
348,,Armaldo,,75,125,100,70,80,45,495,82.5,6,
492,,Shaymin ,Land Forme,100,100,100,100,100,100,600,100,7,
167,,Spinarak,,40,60,40,40,40,30,250,41.67,6,
697,,Tyrantrum,,82,121,119,69,59,71,521,86.83,7,
490,,Manaphy,,100,100,100,100,100,100,600,100,7,
467,,Magmortar,,75,95,67,125,95,83,540,90,2,5
54,,Psyduck,,50,52,48,65,50,55,320,53.33,6,
257,,Blaziken,,80,120,70,110,70,80,530,88.33,2,5
450,,Hippowdon,,108,112,118,68,72,47,525,87.5,7,
628,,Braviary,,100,123,75,57,75,80,510,85,7,
178,,Xatu,,65,75,70,95,70,95,470,78.33,7,
392,,Infernape,,76,104,71,104,71,108,534,89,6,
266,,Silcoon,,50,35,55,25,25,15,205,34.17,7,
90,,Shellder,,30,65,100,45,25,40,305,50.83,2,5
422,,Shellos,,76,48,48,57,62,34,325,54.17,6,
632,,Durant,,58,109,112,48,48,109,484,80.67,2,5
576,,Gothitelle,,70,55,95,95,110,65,490,81.67,2,5
546,,Cottonee,,40,27,60,37,50,66,280,46.67,7,
572,,Minccino,,55,50,40,40,40,75,300,50,6,
29,,Nidoran♀,,55,47,52,40,40,41,275,45.83,2,5
373,M,Salamence ,Mega Salamence,95,145,130,120,90,120,700,116.67,7,
157,,Typhlosion,,78,84,78,109,85,100,534,89,2,5
483,,Dialga,,100,120,120,150,100,90,680,113.33,2,5
179,,Mareep,,55,40,40,65,45,35,280,46.67,2,5
549,,Lilligant,,70,60,75,110,75,90,480,80,7,
67,,Machoke,,80,100,70,50,60,45,405,67.5,6,
118,,Goldeen,,45,67,60,50,50,63,285,57,1,
404,,Luxio,,60,85,49,60,49,60,363,60.5,6,
341,,Corphish,,43,80,65,50,35,35,308,51.33,2,5
157,,Typhlosion,,78,84,78,109,85,100,534,89,6,
516,,Simipour,,75,98,63,98,63,101,498,83,6,
381,,Latios,,80,90,80,130,110,110,600,100,2,5
26,A,Raichu ,Alolan Raichu,60,85,50,95,85,110,485,80.83,7,
702,,Dedenne,,67,58,57,81,67,101,431,71.83,6,
701,,Hawlucha,,78,92,75,74,63,118,500,83.33,7,
12,,Butterfree,,60,45,50,90,80,70,395,65.83,6,
144,,Articuno,,90,85,100,95,125,85,580,96.67,2,5
665,,Spewpa,,45,22,60,27,30,29,213,35.5,6,
321,,Wailord,,170,90,45,90,45,60,500,83.33,6,
94,,Gengar,,60,65,60,130,75,110,500,83.33,2,5
33,,Nidorino,,61,72,57,55,55,65,365,60.83,6,
94,M,Gengar ,Mega Gengar,60,65,80,170,95,130,600,100,7,
567,,Archeops,,75,140,65,112,65,110,567,94.5,6,
657,,Frogadier,,54,63,52,83,56,97,405,67.5,6,
653,,Fennekin,,40,45,40,62,60,60,307,51.17,7,
641,,Tornadus ,Incarnate Forme,79,115,70,125,80,111,580,96.67,6,
266,,Silcoon,,50,35,55,25,25,15,205,34.17,2,5
84,,Doduo,,35,85,45,35,35,75,310,51.67,7,
3,,Venusaur,,80,82,83,100,100,80,425,85,1,
178,,Xatu,,65,75,70,95,70,95,470,78.33,6,
626,,Bouffalant,,95,110,95,40,95,55,490,81.67,6,
722,,Rowlet,,68,55,55,50,50,42,320,53.33,7,
88,,Grimer,,80,80,50,40,50,25,325,54.17,7,
413,,Wormadam ,Plant Cloak,60,59,85,79,105,36,424,70.67,2,5
223,,Remoraid,,35,65,35,65,35,65,300,50,6,
645,,Landorus ,Incarnate Forme,89,125,90,115,80,101,600,100,6,
479,,Rotom ,Frost Rotom,50,65,107,105,107,86,520,86.67,2,5
163,,Hoothoot,,60,30,30,36,56,50,262,43.67,2,5
637,,Volcarona,,85,60,65,135,105,100,550,91.67,7,
73,,Tentacruel,,80,70,65,80,120,100,515,85.83,2,5
284,,Masquerain,,70,60,62,80,82,60,414,69,6,
698,,Amaura,,77,59,50,67,63,46,362,60.33,6,
133,,Eevee,,55,55,50,45,65,55,325,54.17,2,5
214,,Heracross,,80,125,75,40,95,85,500,83.33,2,5
679,,Honedge,,45,80,100,35,37,28,325,54.17,6,
209,,Snubbull,,60,80,50,40,40,30,300,50,7,
306,,Aggron,,70,110,180,60,60,50,530,88.33,7,
84,,Doduo,,35,85,45,35,35,75,310,51.67,2,5
52,,Meowth,,40,45,35,40,40,90,250,50,1,
78,,Rapidash,,65,100,70,80,80,105,420,84,1,
342,,Crawdaunt,,63,120,85,90,55,55,468,78,6,
404,,Luxio,,60,85,49,60,49,60,363,60.5,7,
407,,Roserade,,60,70,65,125,105,90,515,85.83,6,
187,,Hoppip,,35,35,40,35,55,50,250,41.67,6,
65,,Alakazam,,55,50,45,135,95,120,500,83.33,6,
65,,Alakazam,,55,50,45,135,85,120,490,81.67,2,5
65,,Alakazam,,55,50,45,135,95,120,500,83.33,7,
788,,Tapu Fini,,70,75,115,95,130,85,570,95,7,
431,,Glameow,,49,55,42,42,37,85,310,51.67,2,5
128,,Tauros,,75,100,95,40,70,110,490,81.67,6,
321,,Wailord,,170,90,45,90,45,60,500,83.33,7,
10,,Caterpie,,45,30,35,20,20,45,195,32.5,2,5
556,,Maractus,,75,86,67,106,67,60,461,76.83,7,
94,M,Gengar ,Mega Gengar,60,65,80,170,95,130,600,100,6,
251,,Celebi,,100,100,100,100,100,100,600,100,2,5
305,,Lairon,,60,90,140,50,50,40,430,71.67,7,
144,,Articuno,,90,85,100,95,125,85,580,96.67,7,
18,,Pidgeot,,83,80,75,70,70,91,469,78.17,2,5
231,,Phanpy,,90,60,60,40,40,40,330,55,7,
27,,Sandshrew,,50,75,85,30,30,40,280,56,1,
521,,Unfezant,,80,105,80,65,55,93,478,79.67,2,5
125,,Electabuzz,,65,83,57,95,85,105,490,81.67,2,5
150,MX,Mewtwo ,Mega Mewtwo X,106,190,100,154,100,130,780,130,7,
776,,Turtonator,,60,78,135,91,85,36,485,80.83,7,
84,,Doduo,,35,85,45,35,35,75,310,51.67,6,
367,,Huntail,,55,104,105,94,75,52,485,80.83,2,5
140,,Kabuto,,30,80,90,55,45,55,355,59.17,2,5
306,,Aggron,,70,110,180,60,60,50,530,88.33,6,
209,,Snubbull,,60,80,50,40,40,30,300,50,6,
111,,Rhyhorn,,80,85,95,30,30,25,345,57.5,7,
152,,Chikorita,,45,49,65,49,65,45,318,53,7,
428,,Lopunny,,65,76,84,54,96,105,480,80,6,
342,,Crawdaunt,,63,120,85,90,55,55,468,78,7,
800,DW,Necrozma ,Dawn Wings,97,113,109,157,127,77,680,113.33,7,
316,,Gulpin,,70,43,53,43,53,40,302,50.33,2,5
77,,Ponyta,,50,85,55,65,65,90,410,68.33,2,5
267,,Beautifly,,60,70,50,90,50,65,385,64.17,2,5
348,,Armaldo,,75,125,100,70,80,45,495,82.5,7,
3,M,Venusaur ,Mega Venusaur,80,100,123,122,120,80,625,104.17,6,
419,,Floatzel,,85,105,55,85,50,115,495,82.5,2,5
381,M,Latios ,Mega Latios,80,130,100,160,120,110,700,116.67,7,
124,,Jynx,,65,50,35,95,95,95,340,68,1,
392,,Infernape,,76,104,71,104,71,108,534,89,7,
450,,Hippowdon,,108,112,118,68,72,47,525,87.5,6,
305,,Lairon,,60,90,140,50,50,40,430,71.67,6,
354,,Banette,,64,115,65,83,63,65,455,75.83,6,
1,,Bulbasaur,,45,49,49,65,65,45,318,53,6,
36,,Clefable,,95,70,73,95,90,60,483,80.5,7,
493,,Arceus,,120,120,120,120,120,120,720,120,7,
448,M,Lucario ,Mega Lucario,70,145,88,140,70,112,625,104.17,6,
659,,Bunnelby,,38,36,38,32,36,57,237,39.5,7,
598,,Ferrothorn,,74,94,131,54,116,20,489,81.5,7,
87,,Dewgong,,90,70,80,70,95,70,475,79.17,7,
507,,Herdier,,65,80,65,35,65,60,370,61.67,2,5
91,,Cloyster,,50,95,180,85,45,70,525,87.5,2,5
173,,Cleffa,,50,25,28,45,55,15,218,36.33,2,5
50,,Diglett,,10,55,25,35,45,95,265,44.17,2,5
21,,Spearow,,40,60,30,31,31,70,262,43.67,2,5
53,,Persian,,65,70,60,65,65,115,440,73.33,6,
245,,Suicune,,100,75,115,90,115,85,580,96.67,6,
803,,Poipole,,67,73,67,73,67,73,420,70,7,
47,,Parasect,,60,95,80,80,80,30,345,69,1,
242,,Blissey,,255,10,10,75,135,55,540,90,2,5
470,,Leafeon,,65,110,130,60,65,95,525,87.5,2,5
152,,Chikorita,,45,49,65,49,65,45,318,53,6,
621,,Druddigon,,77,120,90,60,90,48,485,80.83,7,
516,,Simipour,,75,98,63,98,63,101,498,83,7,
400,,Bibarel,,79,85,60,55,60,71,410,68.33,6,
497,,Serperior,,75,75,95,75,95,113,528,88,2,5
25,,Pikachu,,35,55,40,50,50,90,320,53.33,7,
103,,Exeggutor,,95,95,85,125,65,55,520,86.67,6,
579,,Reuniclus,,110,65,75,125,85,30,490,81.67,6,
103,,Exeggutor,,95,95,85,125,65,55,520,86.67,2,5
479,F,Rotom ,Fan Rotom,50,65,107,105,107,86,520,86.67,7,
552,,Krokorok,,60,82,45,45,45,74,351,58.5,6,
165,,Ledyba,,40,20,30,40,80,55,265,44.17,7,
470,,Leafeon,,65,110,130,60,65,95,525,87.5,7,
303,,Mawile,,50,85,85,55,55,50,380,63.33,6,
541,,Swadloon,,55,63,90,50,80,42,380,63.33,6,
49,,Venomoth,,70,65,60,90,75,90,450,75,2,5
49,,Venomoth,,70,65,60,90,75,90,450,75,7,
590,,Foongus,,69,55,45,55,55,15,294,49,2,5
354,,Banette,,64,115,65,83,63,65,455,75.83,7,
1,,Bulbasaur,,45,49,49,65,65,45,318,53,7,
136,,Flareon,,65,130,60,95,110,65,525,87.5,7,
493,,Arceus,,120,120,120,120,120,120,720,120,6,
216,,Teddiursa,,60,80,50,50,50,40,330,55,6,
275,,Shiftry,,90,100,60,90,60,80,480,80,7,
87,,Dewgong,,90,70,80,70,95,70,475,79.17,6,
215,,Sneasel,,55,95,55,35,75,115,430,71.67,2,5
131,,Lapras,,130,85,80,85,95,60,535,89.17,6,
275,,Shiftry,,90,100,60,90,60,80,480,80,2,5
646,,Kyurem ,Normal Kyurem,125,130,90,130,90,95,660,110,2,5
220,,Swinub,,50,50,40,30,30,50,250,41.67,7,
618,,Stunfisk,,109,66,84,81,99,32,471,78.5,6,
407,,Roserade,,60,70,65,125,105,90,515,85.83,7,
301,,Delcatty,,70,65,65,55,55,70,380,63.33,6,
554,,Darumaka,,70,90,45,15,45,50,315,52.5,2,5
303,,Mawile,,50,85,85,55,55,50,380,63.33,2,5
621,,Druddigon,,77,120,90,60,90,48,485,80.83,6,
359,M,Absol ,Mega Absol,65,150,60,115,60,115,565,94.17,7,
597,,Ferroseed,,44,50,91,24,86,10,305,50.83,7,
652,,Chesnaught,,88,107,122,74,75,64,530,88.33,7,
562,,Yamask,,38,30,85,55,65,30,303,50.5,6,
579,,Reuniclus,,110,65,75,125,85,30,490,81.67,7,
490,,Manaphy,,100,100,100,100,100,100,600,100,2,5
134,,Vaporeon,,130,65,60,110,95,65,525,87.5,6,
11,,Metapod,,50,20,55,25,25,30,205,34.17,6,
83,,Farfetch'd,,52,65,55,58,62,60,352,58.67,6,
477,,Dusknoir,,45,100,135,65,135,45,525,87.5,6,
81,,Magnemite,,25,35,70,95,55,45,325,54.17,2,5
216,,Teddiursa,,60,80,50,50,50,40,330,55,2,5
552,,Krokorok,,60,82,45,45,45,74,351,58.5,7,
361,,Snorunt,,50,50,50,50,50,50,300,50,2,5
297,,Hariyama,,144,120,60,40,60,50,474,79,6,
224,,Octillery,,75,105,75,105,75,45,480,80,7,
228,,Houndour,,45,60,30,80,50,65,330,55,7,
192,,Sunflora,,75,75,55,105,85,30,425,70.83,2,5
49,,Venomoth,,70,65,60,90,75,90,450,75,6,
423,,Gastrodon,,111,83,68,92,82,39,475,79.17,2,5
276,,Taillow,,40,55,30,30,30,85,270,45,2,5
147,,Dratini,,41,64,45,50,50,50,300,50,2,5
375,,Metang,,60,75,100,55,80,50,420,70,7,
66,,Machop,,70,80,50,35,35,35,305,50.83,6,
150,MX,Mewtwo ,Mega Mewtwo X,106,190,100,154,100,130,780,130,6,
48,,Venonat,,60,55,50,40,55,45,305,50.83,7,
401,,Kricketot,,37,25,41,25,41,25,194,32.33,6,
133,,Eevee,,55,55,50,65,65,55,280,56,1,
262,,Mightyena,,70,90,70,60,60,70,420,70,7,
17,,Pidgeotto,,63,60,55,50,50,71,349,58.17,6,
648,P,Meloetta ,Pirouette Forme,100,128,90,77,77,128,600,100,7,
681,,Aegislash ,Shield Forme,60,50,150,50,150,60,520,86.67,7,
573,,Cinccino,,75,95,60,65,60,115,470,78.33,7,
359,M,Absol ,Mega Absol,65,150,60,115,60,115,565,94.17,6,
384,,Rayquaza,,105,150,90,150,90,95,680,113.33,2,5
468,,Togekiss,,85,50,95,120,115,80,545,90.83,2,5
261,,Poochyena,,35,55,35,30,30,35,220,36.67,7,
65,M,Alakazam ,Mega Alakazam,55,50,65,175,95,150,590,98.33,6,
229,,Houndoom,,75,90,50,110,80,95,500,83.33,6,
432,,Purugly,,71,82,64,64,59,112,452,75.33,2,5
181,,Ampharos,,90,75,85,115,90,55,510,85,7,
537,,Seismitoad,,105,95,75,85,75,74,509,84.83,6,
3,M,Venusaur ,Mega Venusaur,80,100,123,122,120,80,625,104.17,7,
78,,Rapidash,,65,100,70,80,80,105,500,83.33,6,
134,,Vaporeon,,130,65,60,110,95,65,525,87.5,2,5
536,,Palpitoad,,75,65,55,65,55,69,384,64,6,
383,P,Groudon ,Primal Groudon,100,180,160,150,90,90,770,128.33,6,
47,,Parasect,,60,95,80,60,80,30,405,67.5,6,
223,,Remoraid,,35,65,35,65,35,65,300,50,7,
82,,Magneton,,50,60,95,120,70,70,465,77.5,7,
211,,Qwilfish,,65,95,85,55,55,85,440,73.33,7,
638,,Cobalion,,91,90,129,90,72,108,580,96.67,2,5
17,,Pidgeotto,,63,60,55,50,50,71,349,58.17,2,5
659,,Bunnelby,,38,36,38,32,36,57,237,39.5,6,
598,,Ferrothorn,,74,94,131,54,116,20,489,81.5,6,
66,,Machop,,70,80,50,35,35,35,305,50.83,7,
375,,Metang,,60,75,100,55,80,50,420,70,6,
286,,Breloom,,60,130,80,60,60,70,460,76.67,6,
48,,Venonat,,60,55,50,40,55,45,305,50.83,6,
401,,Kricketot,,37,25,41,25,41,25,194,32.33,7,
384,,Rayquaza,,105,150,90,150,90,95,680,113.33,6,
129,,Magikarp,,20,10,55,20,20,80,185,37,1,
35,,Clefairy,,70,45,48,60,60,35,258,51.6,1,
544,,Whirlipede,,40,55,99,40,79,47,360,60,2,5
432,,Purugly,,71,82,64,64,59,112,452,75.33,6,
